Signal ΔR,Background ΔR
3.00804919,1.685702459
5.294874617,3.251535217
0.6988259775,3.80055557
1.029056049,4.830687092
2.853934325,2.205361999
3.070208007,0.369931339
1.922768235,2.664737295
3.883191506,2.664737295
1.570374351,4.088194198
2.004795124,2.364653731
3.621353524,4.161240229
1.068852089,4.161240229
1.274369631,1.186621719
2.097037542,2.440783095
2.105356147,3.016074604
3.287662127,4.684820562
2.338896881,4.036218066
0.4306571783,3.813295746
3.614489029,2.434289137
2.693407256,2.434289137
2.29057994,1.078297511
2.284705997,3.887600078
1.702740381,4.443706371
2.413837841,4.443706371
3.388459995,2.537055956
0.957062175,4.589549928
4.507972554,0.9380603293
2.41873904,2.009089244
0.9838755816,2.009089244
2.736386812,2.897763882
1.983436723,0.971954051
2.019449893,1.434145896
1.198059661,1.477132461
0.6140723089,2.001798694
3.276994155,1.082953898
3.49363856,3.488010863
0.2606558661,3.961040444
1.746366138,3.132713267
1.222605344,2.479530414
3.108676362,4.853168423
2.102803428,4.21777179
2.158596097,4.220551216
2.038733365,5.545164829
1.392621978,5.545164829
0.9974302411,1.264800779
1.882519872,2.324335578
4.037189411,5.34054474
2.140345753,6.037170103
3.109681725,1.650406104
0.5972790964,3.006205963
3.422691144,2.080315228
1.260684812,1.720186965
3.0708414,5.669732128
0.8222198262,2.081975877
3.601952242,2.558889608
3.479350736,2.564086288
4.342910884,1.772562023
2.155127031,1.732369109
2.864549995,3.470438939
0.5786630077,3.470438939
2.080865894,2.363398027
2.357539808,2.412144601
2.904586457,2.293875509
1.990426867,2.293875509
4.145707135,2.868021501
3.869220881,2.043097593
2.438146537,2.863867409
3.016774259,2.853629333
4.784839137,3.912782177
1.651185901,2.858991277
3.326765497,2.368240039
1.751896905,2.402015058
4.23521053,2.906096497
3.071959273,3.311743484
2.723855355,1.732398717
2.874260734,1.842201792
2.041868802,2.616776725
2.044712327,2.628729409
2.10090902,2.21811985
0.5027391194,0.8152710326
0.9587501491,2.976522734
3.119284907,2.976522734
2.572446425,3.211278247
2.572446425,1.888369589
2.647455293,2.414466079
1.543010091,2.872571261
2.657146573,3.000913766
0.2834810169,3.41088472
1.674240513,2.711766605
3.116364037,0.7981350883
3.014265309,1.81112516
2.647037411,1.568405262
1.373232519,2.61972312
3.023810814,1.237653587
1.542882285,1.219591374
1.526510976,2.249146619
1.385620784,2.31297489
4.018825827,2.111652253
2.9876404,2.108886192
1.956686882,2.798956882
3.658419092,2.785356979
1.639295551,0.5392043295
1.519649927,3.703211885
2.67190109,3.366401556
3.965277183,3.366401556
3.42873564,4.613994792
2.231050377,2.826335854
1.372623307,4.216398299
2.750105782,4.080713035
0.8385135492,6.571842458
2.70528722,6.571842458
1.92079131,0.7498034953
2.783801169,2.939277217
2.345724658,1.939782155
5.949538161,1.848969381
2.329529654,0.4960487896
2.638698397,3.955012152
3.612555826,2.578403138
0.6621242271,3.370762561
4.686600366,3.516521741
3.799289306,3.057643088
1.807541664,2.305727437
1.913090309,2.981559274
2.627878432,2.981559274
0.9247346704,3.763030426
1.750478,5.192760253
2.970713495,3.653500582
2.966540261,4.139480939
3.476793965,2.739742886
2.527091707,0.4359448482
1.807810436,3.429609766
1.591747225,3.465489289
2.963104022,2.894380231
4.685217895,0.6110536039
2.693971006,0.2201717418
3.049501169,0.2201717418
4.922533497,2.10708935
1.186581202,0.2061482986
4.276338125,2.779857845
1.672905543,2.54383132
3.230371668,2.271959082
1.886614797,3.329966571
0.9210614677,2.594468154
3.068081811,3.00189806
1.568678255,1.601227223
2.546219057,1.601227223
1.438558091,2.235931215
2.005613892,1.356003045
2.889920107,2.771643761
3.084063909,2.795037651
2.808354705,3.48632411
2.643295469,1.05771764
4.769193774,4.651309584
1.841111798,2.584603193
1.576811679,3.426822724
2.600548151,1.763144531
1.97000975,2.068479391
1.865271339,2.458694929
1.560006942,2.458694929
2.510823811,2.625632148
3.331113045,3.268139945
0.9824884146,1.519178372
3.982060042,1.560978936
0.6941000298,1.925670193
3.50728285,1.925670193
2.231572472,3.468246924
1.679889734,1.016780103
1.747892578,1.985681127
1.837751515,1.985681127
0.7178098692,1.273696842
2.404157463,1.317888293
1.310034601,2.601688251
3.287952272,2.601688251
3.244007184,1.968835934
0.9509063732,3.195626878
1.887960731,1.496746676
0.5942544008,1.496746676
2.52342012,1.577668101
3.055063872,1.161968677
2.166257219,5.930066048
2.392613781,5.930066048
1.205236172,4.551926293
1.583490944,1.963699593
3.112304679,3.21527477
3.320774921,2.56898117
1.860010925,2.668954127
1.974822593,3.81864982
1.890352349,3.691126201
0.9740289136,3.691126201
3.597160575,1.402296265
0.9248462134,0.8265932287
2.743670456,5.340544555
1.952462434,5.340544555
4.605250132,2.221578141
2.325508121,1.219578503
3.003490648,1.210750707
2.745865093,3.711042509
1.895132405,2.647844612
1.561824114,3.603936263
0.9301434546,3.704200147
2.568423118,4.560121046
2.601806226,5.193608839
3.226897268,3.52990948
2.085848075,2.071671823
2.393967381,3.765584186
3.12771676,3.765584186
4.772837985,2.532554434
2.860930082,2.304824301
2.344355688,2.238556413
2.269954852,2.236642971
2.492128129,2.121401127
1.474358878,2.121401127
0.2017353533,2.092216656
2.402427649,2.646213476
0.6146794808,2.378523873
1.951589696,2.378523873
2.282115092,3.519101634
2.85103117,2.395417073
0.9494599568,2.985719103
2.435483775,4.757935517
3.624810075,0.5616521442
3.037394101,2.421938542
3.774449171,3.814750626
4.285288088,3.246525816
4.183972706,2.61948054
3.008298279,2.903070422
2.717149395,2.846425009
0.3817471081,2.727208352
2.549355505,1.852639985
0.8018773727,1.852639985
3.466092029,4.225967759
3.075082766,3.022430303
0.8680339541,5.189273104
3.819707069,5.189273104
4.824932657,2.720630925
0.8646078946,2.877262929
1.822385981,4.184777347
4.409999179,3.628000105
3.942905318,1.898357784
3.068861037,3.015955482
2.302249133,3.665040338
2.767004489,3.665040338
2.230495959,1.075994737
1.375144923,2.177090442
2.281478792,2.45262822
1.223225286,2.45262822
2.807509523,2.795806566
2.698810797,0.8306483448
0.6945671216,2.344283787
2.022119635,2.21440413
2.024572095,2.21440413
3.415855909,4.195871002
1.109179285,4.437677028
2.945309207,4.301359403
1.084610963,4.301359403
1.841103423,3.399137198
5.039873066,1.4741278
3.409034912,2.882913598
2.703018046,2.155422493
1.38912915,2.155422493
3.092509614,2.537155952
0.8297457069,1.700705636
1.50771767,1.64212164
3.543195508,1.64212164
2.352601685,3.378655932
2.675571293,2.442496623
1.875281619,3.141322515
2.729596039,3.141322515
3.484649498,1.12402073
2.206415001,3.141087836
1.384592285,3.337649476
3.655620454,3.337649476
3.355253046,2.747771833
0.9209906106,1.29257028
2.286295352,2.960091626
1.387770862,3.186516041
2.555256967,0.7466470883
2.352143258,1.610655303
3.081074437,3.890915885
2.577637787,3.280805877
3.059182834,4.658762851
1.207953698,2.463018058
0.497441245,3.866952652
1.436822186,3.866952652
3.868705096,1.498820407
1.929404651,2.908838255
3.338222958,2.775062303
3.513336633,2.775062303
2.748212532,3.549906959
1.929342177,1.219078176
2.131064103,0.6751616877
0.5627345024,0.6751616877
2.739255705,1.943522076
0.3421060848,2.561569282
2.3429274,1.87698345
0.9720230056,1.87698345
2.876653393,2.485928569
0.4009205518,2.876085603
2.911336641,1.791046843
1.060697401,1.67504074
2.147771614,2.255894369
0.4433012819,0.3979305414
4.484739582,1.419742667
2.144933816,2.33049811
3.763372153,2.578186475
2.583271822,2.575769686
1.320403295,3.061496837
3.377184525,3.061496837
0.4407863355,2.927337151
1.131358566,2.779164316
2.166542266,2.61153498
2.095802596,2.61153498
2.296171013,1.765224055
2.022065446,2.223830501
1.320036771,3.183825183
3.811464928,3.183825183
3.730713139,3.344722772
1.972155006,3.661644933
2.151795118,5.022557752
2.660780024,5.022557752
1.828454156,0.8167776999
1.791694794,3.429727106
1.790650933,2.972364907
1.781714257,3.151767452
2.31057665,4.000181488
1.955061475,3.777078863
3.262801471,2.202054223
2.737638859,2.477007288
2.17841968,3.285982127
1.392577038,3.342155044
3.188276529,1.658187647
4.078789199,2.685397866
2.030834556,4.067885933
3.004803347,2.809850542
2.8982702,2.853328267
2.928177704,2.31731045
1.576232667,1.982416895
1.242986571,4.998829813
2.173062819,4.998829813
3.040932844,2.379220822
3.059061083,4.219916345
2.571169889,4.424137045
2.516846469,4.424137045
2.852939163,2.840174686
2.769316611,0.8161542582
3.225363473,1.089714243
1.985710212,1.440873473
0.3148380707,2.120898255
0.420957682,2.622400707
2.612966571,2.5074229
3.518444263,2.360453372
2.007067654,3.864770991
2.411319924,1.782258263
2.192973437,1.276230501
3.853158593,20
2.873717642,2.92289325
2.283611277,0.3527639518
3.439583147,2.53953272
2.948516363,3.336064479
1.657573434,3.336064479
2.713137069,3.053839544
0.6995435645,4.093128951
3.218165026,3.521449498
0.3870389648,3.521449498
2.607863834,1.748123447
2.930320678,0.429321456
3.433429444,3.047385469
2.374678817,3.047385469
2.644703758,1.909049761
0.2885718138,3.480105685
2.925271988,1.124317253
3.482149288,1.873376521
4.662628571,1.951265767
1.600697103,2.988567579
2.559595748,0.9515871889
2.844981641,0.9515871889
4.440843485,2.591805329
2.265398068,2.226126572
1.416474179,1.279618945
2.41497222,1.591723401
2.685875586,2.433696878
1.070929358,1.058869215
2.81238509,1.732337432
3.699948617,4.06909242
2.199294323,4.06909242
1.427625163,2.473263766
0.4245959677,1.273977109
1.651268757,3.599101736
2.108298074,3.599101736
0.9489411755,3.867861474
2.291805498,2.169342122
0.4153943554,2.166144276
2.815051191,2.105105673
2.991072118,2.82856186
1.403418752,3.021312417
3.608919401,3.737676402
1.738206659,3.737676402
2.69647893,2.553878093
2.566869199,2.272585824
1.778896688,2.270327057
2.869458913,2.270327057
1.204197222,2.089080597
1.87881332,4.493549786
2.63732375,2.984094481
2.598808589,20
4.028074059,2.60494399
2.970117256,3.940279259
1.444773711,2.249964616
2.180494421,2.493898096
2.829798566,2.493898096
2.662380179,1.453270953
1.837582818,0.8466476686
2.42023557,3.927117228
3.839203673,2.229719096
3.714047837,4.811800475
2.632552699,3.491497261
3.220177806,3.654146186
0.7924747491,3.654146186
2.484325447,2.036781006
1.947830428,0.7570332723
3.088195697,3.150465707
0.8429865011,3.150465707
1.418675305,3.006866823
1.848176758,3.57870523
3.342308894,2.595698377
3.368458947,3.914115574
1.757758749,3.552711436
4.94259535,2.409656198
1.601748551,0.9680290086
4.112354516,0.9680290086
2.186341529,3.087830911
4.628062929,2.024546245
2.748687342,3.06612155
3.129819751,3.128026293
3.373315913,4.409387952
1.939382823,4.409387952
3.048530851,2.316426201
2.318509224,4.381162389
0.8297099771,4.688955546
2.568935221,4.688955546
2.570154771,3.592238707
2.937800192,2.208497223
0.7147258659,1.677181572
1.280781716,1.677181572
2.822275209,1.307555345
1.826378881,1.307707741
3.902697622,3.470866354
2.54460635,1.303693145
2.760923428,3.976208488
3.24572592,4.834154209
3.064460957,4.019423435
2.72867532,2.995351419
3.849626893,2.615181789
2.967614722,3.420653152
2.773841437,3.577912833
3.612584631,20
1.241037461,3.560949139
1.126726555,2.884742935
2.316480472,20
1.758896526,4.067930966
1.507551493,2.355120735
2.52665035,2.397221352
1.746937898,1.490020884
2.285119671,1.490020884
1.13915862,2.756412355
2.226271902,3.079470064
2.424964065,2.102542399
2.257764576,2.102542399
2.298538063,2.668334711
2.696587584,0.7430640532
2.210830963,2.890653472
3.019848912,2.318625618
2.296741068,2.317317035
2.727576612,0.9440212961
1.814051305,1.975233035
2.655145713,1.975233035
1.870974534,4.572139952
4.393880762,3.852871586
0.2210014127,1.168935498
2.983352878,2.271567285
2.571275092,2.533630903
2.044674343,2.675258987
2.394291145,4.032267703
2.88120667,4.032267703
1.737254629,1.95305272
3.564679237,0.3838244907
3.912479858,4.085172259
2.875172636,4.117302792
2.2605215,2.29149949
1.773388096,4.015853784
3.787729588,3.370421268
2.043996753,2.849250685
2.218577198,2.849250685
3.031808138,2.158078117
0.6461848869,3.038425436
3.646330043,1.736276421
1.714185857,1.739897805
1.703562497,0.2118957287
2.584033543,2.540352341
3.187467598,1.376684047
1.331863223,2.550089567
2.332692128,2.992347341
2.341053172,0.6383160097
3.067227789,3.500773476
2.211425133,2.154211075
1.677916906,2.361989321
1.871267902,2.809590273
2.27943261,2.809590273
2.428988774,2.289416795
2.415416781,1.241859154
0.4131345122,3.103208149
3.377689615,2.665212546
3.376527086,3.542570002
4.870673436,2.21983634
3.994175011,1.777567752
0.8742628608,1.229317193
2.879698085,0.3180133953
1.642007183,0.3180133953
4.664271611,2.000525264
1.52160932,3.22989866
2.023242677,2.974804941
0.891330594,2.971340331
2.463497092,3.622615521
2.27810628,3.644086906
1.909840837,2.605294368
1.791592717,1.096848987
2.775649211,2.657978724
2.886328142,2.657687261
1.496944272,2.906514454
2.592988523,2.001899558
0.9920234484,3.09782334
0.7344106785,1.885174562
1.887884547,2.006373941
3.216299132,2.53257261
2.522319228,2.53257261
3.176486934,1.88916863
1.342647392,2.820182823
1.733591872,2.98326326
1.791304545,2.704210932
1.216969377,2.704210932
2.495988748,0.8529854007
1.372834849,2.409020087
1.371647375,2.891853132
5.325582458,2.891853132
3.635482625,1.892894614
0.9830128939,4.084720003
2.014443382,1.647928348
0.5447699619,1.647928348
2.945760471,4.03321606
3.141172331,2.221424225
1.65558847,2.976813532
1.786792076,2.976813532
3.279952767,2.895184307
2.261516967,0.9551013314
3.245199896,2.812906986
2.898909637,2.812906986
2.745144676,2.474173207
1.77336853,1.857311853
1.599098143,3.981187985
1.488332008,3.981187985
3.636368015,3.14693527
0.3099446606,0.4137976659
3.156026601,3.993001393
1.554974265,3.068876945
2.25307034,0.9205810694
1.506769468,3.206274479
3.30804216,0.9855312559
2.459979174,1.08941592
1.087904818,2.6001053
0.3638197404,1.523050741
2.947964104,0.8196400305
2.987550614,2.781394597
1.824800562,0.6181984249
3.310553942,3.607171314
2.811090732,2.812385225
2.484988558,2.857346474
2.469379189,1.266941713
4.921023406,1.266941713
3.442211394,4.138083285
3.944447276,2.557679039
2.44411463,2.381766715
0.9660241341,2.356026608
2.638595249,1.483709292
1.598610465,1.748653936
3.492955048,3.893548167
0.5940905976,3.647614922
0.5414139893,3.68770784
3.416012508,0.2284343084
3.307969848,3.403005949
3.694987053,3.658074699
2.028715135,4.35323852
4.422155593,4.35323852
1.82605259,2.426977825
1.092907555,1.460357738
3.013855378,1.802464773
0.817449107,1.802464773
2.881272463,2.699136147
1.208555279,3.331220877
2.643136267,3.841704161
3.877684195,3.841704161
3.899505615,3.239279662
2.287975553,2.052265345
2.886956,1.479853249
2.128609759,1.973484501
2.63668973,3.072961786
3.159579031,1.63118701
3.935151477,2.222976096
1.367387491,1.821959933
2.96588325,3.042039659
0.8561580814,2.639945583
3.381722872,3.72368306
1.75551003,3.72368306
1.068515609,3.30612453
2.972516912,1.414444101
1.922881318,2.985486848
2.637045523,1.613732304
1.738842295,3.768397305
2.004656408,2.386214236
2.867832135,5.855819187
1.088140037,5.855819187
2.773246065,1.472693632
1.612005431,2.417814508
3.087849609,3.013399088
3.257627162,3.013399088
2.775763879,3.015934254
1.311128645,3.012853223
2.712059183,2.508868445
2.442456045,2.508868445
2.161278205,2.292450758
3.361131711,2.151946043
3.503986948,3.818965406
2.138507599,3.043012016
2.134675693,2.261373321
2.193088558,2.138365709
1.413752121,1.267636047
1.215522732,1.267636047
3.170238327,1.852870459
1.234154263,0.4301299669
1.234534782,2.168798756
2.49234548,2.164223423
3.577407808,2.119382574
3.637331049,20
1.328108225,1.058472096
1.253204233,2.91615032
5.045163105,1.807049826
1.31201963,2.4296656
1.721511958,2.084934919
1.922927686,0.7026062544
3.199150713,3.297216869
1.766053333,3.297216869
2.181972372,2.557859007
1.523439874,2.337883143
2.571600372,1.733673172
2.656489614,1.985461713
1.447711915,1.696333966
1.821473918,2.985086327
3.155549209,2.01693001
2.276045542,2.01693001
1.008091186,1.518198307
2.271622168,2.511450108
0.6052479501,0.9907383603
2.883748279,0.6623677015
2.470163062,3.715793141
1.582093042,2.387722741
2.798593092,0.5420058727
2.107078687,0.5420058727
0.4172918442,4.394035541
2.984841564,4.506277077
0.6662244583,5.172968568
2.937216694,5.172968568
1.640813728,5.306637689
2.701028261,5.001772066
3.085626264,4.466284705
3.888311262,4.466284705
2.834412922,2.940650133
0.2804083564,3.476022135
4.700051629,4.641063743
1.11114231,4.641063743
4.009489461,1.527100651
2.15421386,1.74702694
1.52422827,2.683791605
2.001702457,2.683791605
1.327701216,1.350713226
1.11320006,2.777634121
2.179451112,2.303695825
2.694171264,1.570810181
4.561337038,2.088772862
4.547535044,2.268012543
2.080681312,1.583582994
2.341734257,2.400122608
5.59930132,0.7414941499
3.811337228,2.80500724
2.45457539,2.771505708
0.9690286523,2.771505708
1.537837819,2.032799704
1.537557988,0.09468594144
1.521133794,3.095994038
1.276072849,3.095994038
2.793281977,1.559016254
0.9643456122,1.206360243
2.553741954,3.582964176
2.208042849,4.103228599
3.327177401,0.9677068495
1.72849464,2.548507851
1.625692072,2.507650839
1.446878958,2.507650839
1.707511062,2.458309533
2.621716777,0.5965344958
1.89593126,3.14597484
1.069237839,3.14597484
2.807683794,3.079957401
6.348562627,3.255473549
2.515836335,3.544580995
3.122353446,3.541716182
3.849381024,1.994521303
2.813377999,2.627968388
1.248500276,2.310162817
2.76122185,2.521628661
1.449851276,2.297681573
3.277951441,2.297681573
0.4673298653,2.876603193
2.917329043,0.5997145101
1.500773,1.134773779
1.741641906,1.134773779
1.889971801,1.867953992
3.290942621,2.291015696
2.122110843,2.986424683
2.70430887,2.986424683
1.99114347,2.501135008
1.271527717,0.8141069532
1.590171159,2.933978145
2.811554209,3.403647975
0.2119254253,1.604713723
1.711823559,1.888684531
4.582204812,3.123169552
2.018973931,3.123169552
2.643933138,0.6307514835
2.735737829,3.467002871
2.959673895,4.329893607
2.647755432,4.329893607
0.9959856081,2.329659718
3.099638248,1.330633479
1.547378877,2.269215341
1.450159015,2.269215341
1.637434036,4.153399521
2.079063562,2.905249081
2.763952114,3.530232955
1.082778665,3.530232955
3.060060549,1.844207727
4.135397445,3.391146339
2.31687189,3.133299269
1.311631395,3.131720466
1.729660144,3.376587785
1.325566448,3.376587785
4.212929537,1.425072035
2.917504318,3.242422806
3.42876191,5.399756094
4.584087501,5.399756094
2.402527696,0.5101462155
1.528125826,1.516861759
1.55837328,3.153880186
2.204657679,3.103612048
3.137942322,3.431867122
2.459036737,0.657985654
1.017231376,1.75769062
1.301896736,1.75769062
