pT (GeV) Signal,pT (GeV) Background)
105.864,47.8289
68.4188,29.5605
544.902,147.803
159.818,31.952
35.8511,62.1828
216.027,109.127
1803.18,218.254
263.456,120.487
100.237,32.5799
152.748,81.0594
0.210646,325.943
0.014812,44.8584
3.7529,50.2672
0.0224645,131.265
289.044,350.041
223.527,15.3756
61.1033,103.087
77.6284,14.4368
2274.79,103.07
1141.01,122.863
115.985,40.0779
173.519,79.6582
543.999,149.654
230.083,448.963
292.921,40.3042
75.4973,53.0942
88.7962,62.3355
966.224,24.9342
45.8569,30.9077
124.892,26.9266
386.13,0.48861
729.973,0.119476
43.5018,525.061
43.2089,105.012
208.15,34.8898
2721.79,55.5347
58.7538,98.1103
52.3924,130.814
787.366,70.7629
725.331,46.1083
133.63,342.122
171.697,1710.61
1069.19,21.3873
203.448,41.8807
73.8645,0.792316
141.479,147.853
823.225,235.311
566.201,16.5868
48.0773,20.2259
93.8603,207.3
775.958,207.3
285.237,25.1076
95.6319,14.4417
93.7749,0.142762
1898.77,0.0392964
961.829,54.1651
73.332,108.33
226.395,12.358
939.445,30.926
186.63,119.124
139.212,198.54
68.4555,49.9087
3.66828,38.9223
0.0984202,111.051
131.03,27.7626
889.424,27.0205
262.293,9.23951
84.5476,105.104
64.2141,91.0185
2216.6,107.209
64.222,27.9287
71.9565,41.8022
828.477,272.987
160.132,43.2966
16.0968,44.8336
109.202,101.903
511.438,356.662
407.356,34.5092
379.248,60.718
431.681,35.7305
0.0301587,327.911
0.0766432,21.8997
0.0817184,50.7157
0.0684981,158.502
749.985,369.839
673.464,1.83228
68.1299,27.2881
9.85411,109.589
777.359,401.825
638.776,180.797
86.2585,20.143
131.802,526.609
782.816,1305.2
191.225,47.2771
55.4376,1.5474
30.3015,188.404
210.939,216.459
1567.24,4.81091
332.38,7.13098
76.8008,350.002
66.6261,100.001
1694.86,15.4998
99.26,72.4751
236.901,68.7343
0.00838439,206.203
0.00189927,71.3323
930.328,80.6586
1217.79,2.10743
158.145,0.261653
71.733,0.686809
214.091,260.441
930.711,98.2267
53.3597,28.5193
73.7005,43.8982
0.617605,153.997
0.0498067,73.1757
512.332,31.9972
373.51,6.59858
156.29,0.0307771
201.303,0.277667
133.469,0
166.481,123.313
230.314,105.083
30.8694,30.8499
0.0846957,0.132586
0.103763,1.37281
583.192,119.131
1294.93,1310.44
279.183,243.999
244.724,45.2614
701.318,779.167
48.0652,1298.61
289.411,22.5547
116.572,58.6233
174.949,6.8571
1223.49,0.734539
161.876,0.328621
356.854,0
2307.67,139.867
649.447,62.9968
126.529,35.6864
44.569,0.366384
928.344,45.2071
457.907,30.6193
290.332,49.6935
401.887,166.114
0.0395501,861.218
0.0762469,628.473
2024,5.51109
529.385,43.6051
289.31,129.927
79.8417,173.236
3589.69,47.5064
2450.44,14.1307
25.8217,91.6632
56.4159,549.979
539.136,58.2242
522.626,46.1837
201.218,144.232
41.7933,88.7473
656.407,17.3531
635.263,7.5836
106.107,6.25435
49.044,130.061
866.641,43.3538
886.174,0.890845
155.208,13.3624
235.268,10.649
547.249,27.5243
361.297,5.50487
49.6706,77.1604
75.6813,63.4131
1903.85,144.593
791.711,526.911
156.385,106.064
16.709,18.0472
160.442,260.982
406.317,347.976
60.4208,48.5763
420.091,46.7061
2689.8,13.4018
1435.51,41.1052
39.8809,452.157
248.846,13.8502
0.815071,15.12
0.336493,155.947
1556.48,22.2781
464.307,11.4403
216.652,73.9559
214.984,337.277
254.277,590.234
682.477,31.9666
46.5475,31.9352
130.82,327.538
660.57,65.5076
382.623,62.4843
158.989,31.8922
88.1045,402.603
289.348,402.603
979.483,61.8869
189.743,29.0358
145.833,76.1275
306.591,59.6763
561.336,52.5892
305.132,44.4327
97.443,107.728
52.5468,55.5217
613.887,33.4216
36.6654,63.6182
109.658,11.7629
1088.92,29.4791
560.884,58.9582
131.104,7.97556
111.886,14.6245
0.0434977,29.6533
0.100571,23.7226
710.883,139.102
421.539,5.58063
228.444,131.705
110.138,526.821
1496.63,36.6691
305.601,62.0947
148.207,560
54.4552,210
694.288,32.4251
751.458,35.3547
111.571,316.457
75.3247,484.618
1296.96,13.7303
856.928,41.583
8.88801,84.0784
39.3542,13.5938
1064.3,50.5337
1232.65,114.771
382.53,0.132268
24.9553,0.668109
128.677,856.6
2980.12,1199.24
69.5166,93.3568
156.084,33.8908
536.459,179.222
375.054,238.962
150.418,3.42213
56.8046,10.3744
0.892223,22.774
0.0183862,41.5224
1374.34,34.3927
1647.88,76.8811
108.446,0.247202
85.891,0.053131
299.749,64.1094
944.097,705.203
215.728,6.53576
251.642,28.2397
300.02,12.2831
53.1595,152.511
141.231,64.6051
19.1286,16.9994
289.136,62.3971
870.506,14.472
169.532,18.7377
223.034,49.2227
836.179,16.3276
169.665,31.8605
71.5752,63.721
112.781,47.2871
0.027325,31.6519
0.678732,146.862
2609.21,117.49
221.879,47.4714
85.7945,42.3998
190.726,104.648
618.759,93.2392
149.064,28.7645
99.1199,56.2016
93.3199,266.515
1014.84,333.144
268.505,90.007
221.543,24.7166
187.752,163.655
0.0412997,981.929
0.402422,47.6222
232.952,37.0167
139.261,4.65453
41.1695,0.54323
235.745,0.136037
1222.73,33.2826
609.48,94.0559
66.8823,26.3233
137.757,51.928
983.942,1.79124
825.17,62.0821
174.083,28.5783
146.175,41.1162
0.0195631,57.7243
0.178837,1.66608
471.93,2.12225
162.224,107.908
159.892,51.0414
14.7276,73.4358
228.766,35.6764
66.5903,710.578
0.655366,24.1768
0.219899,38.0732
223.563,54.0115
776.508,1.49789
43.9568,202.411
68.0631,40.4821
905.297,59.106
236.831,29.906
75.5321,13.6993
55.9077,82.1956
442.412,36.7071
826.572,46.5448
169.02,10.3941
151.999,103.941
3809.96,61.5968
1169.25,43.7252
158.322,5.60382
206.408,0.137776
383.455,0.330823
200.979,52.3998
31.0239,314.399
23.6588,33.229
0.562468,53.2905
0.211704,67.0437
3154.72,134.087
1535.21,28.1147
152.476,66.126
142.243,113.111
439.145,395.888
828.518,38.4002
61.5117,57.5369
79.8959,354.204
475.285,531.306
749.273,48.7562
70.6581,49.3595
54.6443,82.7892
845.453,331.157
538.465,223.487
47.1462,12.6949
154.383,23.7837
606.893,505.967
1335.93,63.2166
257.836,17.469
234.952,897.548
138.243,299.183
226.766,34.6942
58.8455,51.7269
78.1691,90.0938
1434.76,14.9085
297.586,43.0249
39.1237,32.2997
87.1603,165.356
0.602444,248.034
0.276581,9.90197
0.835222,63.1423
0.842867,135.937
800.753,170.098
2730.48,43.4167
189.609,43.3745
40.1726,80.2999
0.157426,112.42
0.234651,34.8261
681.419,69.9083
1328.86,137.526
129.166,275.053
122.227,31.0689
78.5448,35.7599
428.447,9.01286
62.6925,27.0386
34.8914,176.585
1710.11,10.3463
1572.78,776.797
160.1,466.078
209.244,27.7767
775.384,79.395
389.17,631.268
233.271,45.0905
58.4172,72.8592
883.094,30.8563
754.037,0.170032
43.761,1.16045
67.953,186.465
310.014,139.848
552.139,106.485
49.7219,7.19128
103.219,82.1017
1176.81,985.22
4080.59,71.4342
324.281,30.38
245.515,528.907
367.773,1145.97
483.53,42.0828
7.75969,68.5681
237.624,74.7642
603.23,88.048
361.068,49.635
464.984,20.3027
376.26,5.35598
135.249,184.467
513.386,147.574
209.089,39.187
282.765,71.2627
12.9724,329.8
124.153,164.9
108.145,31.7807
108.359,0.95203
366.774,259.173
185.447,259.173
47.1573,98.1674
26.3718,26.6131
905.467,1621.17
1179.33,0
156.488,38.7612
302.278,59.6376
1138.47,153.614
363.104,307.228
46.596,76.8087
24.3472,27.5143
1791.6,165.063
1935.7,220.084
270.568,49.1504
233.615,140.931
234.227,289.644
133.081,602.419
69.7309,62.2482
163.775,71.7554
819.646,396.447
63.9495,541.944
81.5852,55.6704
196.705,29.9466
572.593,558.299
540.751,186.1
230.778,41.203
183.68,91.7661
200.333,202.765
100.521,253.456
111.136,28.0625
167.623,68.4701
165.278,25.537
48.6506,160.705
45.7446,52.6618
129.351,28.7285
601.822,3.42901
631.211,0.133853
10.6706,0.0926003
64.1947,2.86542
338.733,0.317109
215.909,22.834
59.9459,159.838
853.638,111.139
148.446,7.00138
235.407,19.7633
519.377,326.122
25.9241,81.5305
160.356,28.7642
121.952,12.577
432.791,168.345
710.713,201.203
64.4747,19.2103
44.6021,80.4318
2.11444,132.007
0.29529,264.015
651.494,28.4504
2718.42,100.142
52.9305,5.87238
178.598,72.7847
2.74512,109.177
3.20673,73.5766
4.29623,22.2497
2942.65,482.89
2155.18,160.963
187.926,29.1398
113.816,46.5153
184.992,92.3155
590.882,34.6183
166.071,11.3721
50.675,3.66998
212.95,319.242
853.305,159.621
3.26315,38.6631
122.403,37.7903
643.52,33.3986
336.729,77.9301
140.057,55.1748
70.0647,61.4164
1059.39,277.039
345.72,39.2001
166.01,1.5534
147.879,18.9421
0.146331,6.68299
0.254669,22.1776
102.336,44.3553
572.598,37.8965
76.3427,15.7039
197.902,46.3454
135.678,152.468
1117.79,93.5387
25.676,14.0191
59.4134,335.886
2268.45,503.828
745.316,26.5234
91.0279,17.3289
142.869,281.615
648.947,28.3062
416.069,28.1575
2.20866,141.971
225.578,31.0841
671.416,58.3041
357.687,291.52
149.769,34.1412
227.604,61.7435
0.63754,48.8585
3.20141,51.983
1316.61,27.772
369.689,13.4308
72.7651,70.468
76.9977,35.234
703.72,82.0647
360.716,37.2179
219.239,478.606
26.3609,198.191
692.371,18.344
764.504,3.22322
40.0057,66.4844
50.8887,113.547
2054.45,49.5311
187.434,11.1733
25.8058,112.687
203.865,676.119
578.001,42.3809
144.355,54.2514
72.7566,300.899
162.69,33.677
473.075,38.7369
169.645,37.5099
127.824,77.3732
83.0293,187.906
537.055,37.3398
51.8824,50.2252
158.317,31.9425
105.254,137.543
188.678,44.8897
385.741,23.9786
13.5579,108.909
132.609,326.728
1375.61,39.828
1429.99,24.9938
65.6377,26.1637
141.711,52.3274
289.174,53.4649
216.458,26.0725
61.3086,0.384279
100.727,0.3768
1144.46,0.575999
893.233,0.221823
28.164,194.538
251.194,22.9756
1871.5,41.7256
736.313,12.3257
239.538,140.554
238.154,56.2216
630.118,30.2969
3846.18,43.4264
60.0757,385.406
220.946,88.5377
1006.07,27.7427
151.84,122.091
415.022,638.902
166.442,14.874
34.0068,72.1259
872.341,20.7029
27.9021,297.502
37.8362,123.157
0.266809,19.3693
0.327412,87.4982
445.982,0.0576088
790.529,0.0963612
112.742,152.021
115.38,1824.25
1575.93,24.0532
353.456,61.3195
204.837,112.485
211.872,80.0006
231.76,37.0314
79.8513,58.1774
170.219,52.8136
80.9952,132.034
205.483,220.591
1087.4,65.5395
182.998,307.872
222.813,109.849
0.0144375,30.9845
0.85333,2.5613
415.936,179.651
146.011,9.24126
175.714,63.7236
50.1246,28.8579
16.5068,49.3001
414.457,123.25
258.777,5.39626
222.319,5.70242
96.2189,1.9545
475.96,122.661
868.187,137.197
753.867,119.932
438.883,21.6467
0.329574,705.818
586.663,403.325
80.2219,48.17
48.8467,41.1788
165.708,2.15473
397.49,126.645
885.541,63.3227
42.3474,31.2151
171.99,69.7978
598.184,203.611
174.198,356.32
317.53,17.5729
183.655,179.924
107.013,1058.64
1141.01,823.386
139.838,11.7402
128.527,58.5117
1627.73,201.896
236.175,45.3167
110.28,35.9273
115.139,42.5144
2.14791,53.5352
315.293,53.5352
13.0134,21.8327
246.364,38.865
934.488,0
205.009,45.8284
210.833,36.828
378.417,82.3943
0.0290177,360.253
0.00329122,144.101
786.983,36.9759
156.792,139.089
274.178,483.174
263.614,138.05
1251.78,39.7033
2749.31,8.84635
70.6384,167.378
103.057,22.1497
706.162,51.472
897.522,23.3546
180.752,136.338
234.71,409.014
2.46144,101.439
0.0487505,38.6962
407.497,104.298
1403.71,441.367
61.2224,41.4063
86.3205,38.1812
689.214,69.4922
1707.79,147.754
24.2513,21.6639
177.33,97.6601
549.141,529.058
168.123,224.595
299.6,27.5098
40.2166,20.0561
2212.52,199.836
5754.67,79.9343
311.132,47.7758
36.2695,50.2032
130.898,1.13242
848.136,68.7388
38.914,18.6795
84.6401,55.5595
1187.42,27.0609
1995.81,158.101
201.711,158.101
43.2569,11.569
639.558,72.9239
1561.13,81.1444
332.132,162.289
203.49,38.3419
132.504,39.8362
1275.87,9.72969
362.655,30.611
66.7116,250.144
456.46,41.6829
3565.18,12.5498
154.773,0.0140157
85.053,0.255818
822.494,31.2752
438.935,46.9128
93.0322,37.2143
115.822,65.7717
249.988,0.178886
484.676,0.297114
60.2849,411.839
225.677,58.3102
3852.27,70.5712
668.825,16.7303
38.4839,1027.64
49.7813,79.0489
1880.45,42.9524
407.032,49.9256
95.8798,45.7951
94.5127,11.4488
0.0714191,31.1628
0.208129,17.6028
417.809,76.9029
385.698,57.6772
61.8951,13.2569
109.187,4.43539
2260.71,259.558
770.728,102.765
192.043,22.0886
94.0403,73.7264
880.375,1277.34
398.164,1182.58
131.932,51.7052
41.4797,40.017
266.126,217.371
1545.87,217.371
111.481,30.0964
183.212,90.5578
539.47,1.55835
287.874,1.07659
100.775,120.482
120.743,41.1377
1891.4,13.6558
1400.19,63.9684
49.6362,137.363
41.2222,46.6365
2285.31,56.3633
669.604,45.0871
143.585,98.8767
263.989,82.5309
687.219,33.8065
157.572,44.4388
95.9253,40.1967
217.693,20.0984
607.45,74.9607
345.223,24.17
196.85,56.2569
206.725,168.771
496.402,10.9331
724.082,43.2936
80.7043,38.1759
112.827,267.231
390.791,72.7078
712.746,13.8349
43.1767,33.5778
231.68,396.359
661.426,65.6199
156.608,34.1802
432.577,0.0449376
85.9488,0.070419
206.266,0.105734
1293.13,0.0172154
307.745,0.511547
88.5693,0.343698
0.0648001,166.028
0.119635,68.4524
407.919,10.6456
574.275,69.2359
154.397,5.19726
173.999,14.4563
0.0110601,1258.59
0.0129622,36.4585
444.636,60.0259
166.809,0.36101
203.787,0.31941
206.509,445.567
0.0059325,111.392
0.0379957,21.03
0.111207,6.15779
0.126695,172.264
1701.77,94.5843
752.45,37.2563
49.4462,54.2505
30.6336,109.184
239.816,181.974
314.121,3.23465
100.701,35.6212
221.415,58.3107
0.0128011,233.243
0.0497716,60.0875
499.032,38.0816
190.355,45.2916
26.5811,10.0573
78.4189,56.1021
2373.25,68.8946
1550.38,2.28359
471.889,257.97
328.845,343.961
620.372,47.9105
1478.14,54.2127
59.0213,0.770755
122.579,208.821
1132.11,79.0797
686.441,20.4665
209.318,33.5403
182.579,177.115
558.396,106.269
787.144,27.6019
195.955,0.66029
196.072,132.759
503.864,354.023
257.122,2.25577
127.201,17.7459
82.6254,190.612
0.04528,282.048
0.17097,72.7393
458.674,243.527
1008.64,213.793
85.9205,1282.76
41.978,125.757
0.212884,12.3114
0.258835,724.671
433.364,543.503
766.447,72.1458
103.001,36.5173
71.4575,625.214
446.68,277.873
613.158,91.9103
36.5413,114.075
138.837,594.044
466.115,148.511
473.953,185.748
94.1545,43.7126
62.8995,2895.91
810.398,1053.06
1593.41,43.0095
88.5847,45.1895
66.3824,0.891175
651.122,236.026
667.058,33.7181
33.1355,55.3422
78.785,65.0666
3652.51,585.358
648.641,375.404
24.4289,25.8898
41.3207,78.0301
440.734,536.429
143.818,715.239
49.517,37.1466
59.8544,34.5113
1507.96,207.215
968.91,20.7215
109.616,72.1686
132.312,21.2689
227.887,45.5587
395.206,141.257
132.285,70.4776
108.518,34.7221
272.398,225.183
517.585,300.244
51.3676,62.5748
83.0528,102.903
175.404,687.21
2202.35,428.039
214.701,25.2682
142.05,74.5824
2250.87,0.0305291
1204.93,0.156039
179.408,263.856
17.5808,316.627
877.127,68.7764
4900.74,227.167
38.3137,96.606
24.5274,161.01
1717.58,100.552
210.528,20.5023
171.771,92.0955
16.6103,828.86
1.81057,91.9099
0.766696,22.2278
163.238,591.194
1188.66,114.677
397.12,21.1697
5.99024,156.923
389.327,2.37765
2645.4,3.20371
83.5983,353.083
11.1738,568.473
1011.37,35.9203
1015.98,60.1949
81.3025,1.34097
67.8888,33.6254
492.262,336.254
904.031,58.1134
65.226,27.1472
47.2056,5.07455
387.576,140.827
450.706,105.62
42.6424,5.7912
79.6837,70.7697
645.352,920.327
782.144,92.0327
78.2183,87.4556
51.1345,31.9123
382.258,382.762
429.408,169.038
162.27,6.77613
68.1295,9.17632
782.37,57.6268
507.676,319.422
49.7902,65.5547
309.398,70.9024
775.685,94.7985
846.138,568.791
186.491,48.8456
24.319,33.2486
169.754,51.2743
975.433,12.8186
827.251,35.9291
44.3252,62.4977
156.032,292.899
3612.48,131.519
21.3964,98.1773
136.016,74.4525
0.109552,494.837
0.0158795,494.837
1032.51,57.4589
2145.08,33.1699
18.8776,0.03977
64.1944,0.10748
524.762,11.0224
836.28,2.05117
73.497,140.152
68.2738,28.0303
0.0557193,6.31823
0.0517704,64.3061
675.593,289.533
593.262,96.511
41.8504,21.5472
52.7323,82.9647
0.0920323,342.162
0.0974612,1026.49
630.368,215.187
1276.72,121.145
163.298,980.737
265.523,1634.56
1064.92,66.7972
314.251,31.2567
324.546,136.959
155.571,41.0161
199.956,44.6977
453.594,31.2415
173.564,1.51268
57.4312,0.30913
0.0526039,0.0618375
0.0195408,149.062
1.58921,208.686
0.319646,39.7602
184.672,54.9525
832.086,42.276
69.7902,379.792
128.309,33.7389
1678.13,10.9873
663.818,0.164238
28.5392,0.0593352
160.008,41.5126
450.22,539.664
1574.92,79.9789
76.4904,31.378
213.517,251.365
432.828,230.329
688.676,2.77537
151.178,31.2514
88.9611,34.2231
0.271256,239.562
1.26318,32.7739
762.315,39.5398
826.727,40.9142
129.148,10.2286
57.0384,39.8913
492.392,23.602
1171.36,105.648
64.588,105.648
47.4055,53.9533
336.561,58.3551
884.029,0.13592
29.5497,0.0429805
134.71,462.218
0.22696,330.515
0.0364018,20.9928
1370.63,38.9403
910.883,242.537
125.303,70.9558
212.652,19.0527
454.552,11.7456
401.312,394.134
127.976,52.5512
21.4081,8.38438
2.61328,5.36723
608.614,5.3656
1345.58,197.55
87.6021,19.755
88.5309,57.7338
325.972,34.5545
1952.02,43.3294
142.087,139.383
169.251,142.404
42.9807,35.2436
145.494,879.203
78.1745,286.44
83.3604,36.6027
272.067,22.3649
379.625,32.2901
97.3965,387.482
11.4976,85.8473
360.142,25.4119
852.933,0.10833
167.912,0.29372
213.152,622.868
290.858,132.044
47.8179,21.9081
136.16,57.6918
126.12,191.617
0.0604504,31.9362
0.0777852,43.3745
1738.78,51.7015
5302.83,0.0222612
181.441,0.121099
209.123,163.198
72.166,217.597
357.073,8.87969
55.8744,25.9112
66.3515,137.814
279.668,220.503
1123.69,6.92568
115.367,75.3295
25.567,6.83637
998.589,1.44451
1415.42,80.4405
256.861,80.088
83.7289,65.6059
0.657811,30.227
0.234879,79.1703
0.861344,319.204
0.0565235,43.245
642.211,48.229
812.521,24.5064
430.566,73.5193
259.823,61.4233
28.7591,21.5385
716.916,0
110.519,240.193
27.7985,20.4854
163.473,20.8277
1257.29,61.0363
156.847,223.767
93.4711,36.4493
741.419,353.356
794.244,726.039
48.7564,4719.25
133.657,52.9671
661.146,108.202
772.782,749.282
269.751,124.88
171.423,54.6793
28.6659,35.5932
391.023,98.4824
142.495,118.179
97.1261,49.3938
381.59,46.0496
468.865,173.149
101.703,57.7165
55.2711,2.59145
112.977,69.3794
162.621,318.772
116.359,318.772
389.848,75.3799
655.984,26.2741
277.33,75.3976
95.8561,60.318
129.943,54.1421
2.15581,41.3599
2.64836,37.0289
278.344,142.695
106.69,45.0909
131.464,72.1671
127.097,0.218188
406.677,0.155959
801.772,13.2564
83.6943,464.21
175.407,24.2609
292.732,42.0517
171.132,329.061
182.5,263.249
110.785,14.8183
179.033,184.632
630.309,613.488
156.641,817.984
165.372,51.4855
333.086,30.9357
1412.4,46.3198
57.3835,163.377
77.1746,20.1526
1603.4,36.9048
1930.22,340.459
148.305,453.945
74.9741,53.2206
282.91,16.8571
382.984,0.250755
90.3333,0.0730662
197.327,71.4328
473.001,71.4328
946.001,52.9729
178.404,37.4909
76.668,33.8887
3032.7,440.553
3613.21,72.875
44.5996,48.454
29.8413,348.696
567.198,261.035
528.543,49.5553
44.4773,25.9229
70.9355,0.00610419
0.021837,0.0313855
0.0536382,101.349
2284.91,152.024
2485.61,2.74599
58.8113,52.8914
51.6553,12.655
1774.68,49.924
423.187,33.2827
112.91,33.5945
36.4266,9.48937
0.812313,229.615
0.688746,229.615
798.176,41.9155
2261.5,13.156
110.916,31.262
309.967,165.299
823.805,90.5496
199.699,23.6447
176.397,186.416
61.2586,1025.29
0.00655429,57.5496
0.0375748,37.895
392.345,78.11
1886.06,93.732
66.1346,34.1254
46.1375,24.7407
186.487,15.1652
2697.2,37.913
87.5533,54.0939
121.295,25.895
493.668,408.35
769.028,204.175
49.0692,44.3729
77.6183,60.1917
1431.97,0.193157
135.311,0.100826
83.6227,44.2372
78.1742,176.949
363.898,56.9778
412.904,33.1341
274.804,0.472542
63.1305,0.212375
812.454,0.582758
1683.09,1.23557
220.208,128.508
109.736,299.852
291.619,21.5465
778.218,39.6106
116.085,0.0199582
30.6637,0.0339913
913.057,191.621
6303.51,15.9684
70.5301,36.513
73.7554,3.28804
842.098,509.557
428.091,72.7939
102.961,45.505
128.538,48.8009
0.607981,172.817
4.23148,243.915
0.0341526,28.8081
0.0967103,65.8332
1034.74,204.286
20.3415,306.429
36.6454,4.64573
108.898,1.13848
721.907,11.3964
571.114,56.9822
304.277,40.6713
210.745,42.4859
0.39162,60.3981
0.585683,422.787
304.712,28.87
528.004,72.6194
96.1354,36.8713
79.9277,229.894
542.732,35.0174
1050.25,41.4589
93.7289,184.046
32.6912,56.6775
0.367877,68.1299
0.0903925,21.1096
2567.22,95.946
331.648,89.4898
31.9595,5.33644
100.239,21.5047
915.263,75.2938
821.824,89.5915
33.0953,14.2899
98.851,49.8822
999.228,2.88133
518.123,131.643
145.222,479.883
110.021,28.7623
230.545,34.3433
34.5552,157.603
77.636,394.006
37.5197,41.8945
448.356,47.1692
432.858,0.0658204
8.388,0.017736
74.523,524.033
465.313,113.496
294.948,60.3008
235.904,8.43984
46.2279,204.787
85.1321,460.771
673.234,44.1236
241.228,29.8496
231.236,383.611
151.073,575.416
164.85,136.014
188.436,59.9638
139.664,170.178
20.7972,156.38
4.78592,5.66082
475.579,14.8511
753.895,159.861
50.2145,39.9654
22.5169,46.3822
840.693,44.1824
1530.19,171.545
247.847,70.5076
32.2558,35.6588
30.2314,31.6783
1116.65,12.9877
240.803,90.9138
269.954,35.6023
495.39,27.1052
171.456,0.953001
66.6101,2.03305
109.9,281.205
1639.44,20.9569
306.569,14.27
103.702,99.6528
25.7591,0.86451
847.28,0.535333
1184.47,608.115
160.084,405.41
47.8346,47.7435
373.656,40.8922
1183.68,100.813
155.591,50.9614
133.298,35.0686
691.622,13.977
483.054,0.0062892
23.1287,0.0235285
107.803,239.1
0.0066016,64.5175
0.00462951,26.9165
1842.75,27.8633
2223.13,59.5654
52.9427,655.219
111.728,35.7616
963.72,54.1252
687.169,45.1511
45.1088,90.3023
83.2518,2.89834
77.0492,16.3763
468.449,110.375
175.81,27.5939
107.44,44.3813
0.80993,40.6004
0.448292,2.45921
2116.96,38.2215
2127.79,16.3806
147.581,40.4605
92.3237,55.6567
0.202424,107.25
0.0971675,0
167.183,11.2585
66.4424,60.6089
201.676,289.601
114.176,109.966
29.1108,5.86377
1333.39,41.3257
270.105,0.0235426
95.1732,0.00867662
106.737,178.639
567.209,238.185
216.774,74.3592
134.213,25.2827
193.998,431.329
485.98,308.092
176.518,49.1885
196.818,65.4495
381.819,1.41528
780.627,3.02765
57.1308,473.023
123.296,315.349
0.286046,31.91
0.392728,65.6593
812.589,1.99846
1426.53,0
49.9833,239.97
136.456,82.8675
697.094,53.7798
636.484,841.404
,117.702
,53.0979
,93.2641
,108.622
,977.599
,8.77131
,10.3455
,857.8
,85.78
,96.6629
,67.7345
,1.03166
,94.2911
,538.064
,63.5707
,6.29733
,75.9325
,227.798
,54.6162
,40.3492
,93.1228
,155.205
,41.8441
,25.8057
,126.37
,37.8133
,63.9564
,38.8165
,114.146
,19.0243
