pT (GeV) Signal,pT (GeV) Background)
144.596,17.8029
85.1936,8.72371
570.062,22.5307
377.949,22.5068
318.464,180.054
85.7903,23.2354
346.487,91.7406
1229.68,397.806
125.028,561.674
29.6477,12.7021
348.573,52.0118
1563.11,346.359
135.195,49.4799
32.2028,7.47756
485.595,18.3965
3176.77,71.7821
162.863,10.2546
67.4342,32.2362
378.337,74.4978
1028.99,40.6042
98.6781,381.977
177.844,33.8947
716.683,94.3827
511.067,316.633
84.2939,229.406
115.984,91.72
130.145,46.7187
124.365,295.379
132.074,147.689
90.256,49.1256
329.685,20.8
753.126,39.5957
13.8908,197.978
265.213,55.1437
1075.67,33.3688
26.5959,10.0105
120.015,19.8069
145.355,59.4207
367.799,61.4888
506.664,32.5801
110.004,0.40182
33.415,13.0636
801.759,104.897
172.341,43.9304
35.8718,43.3156
232.759,93.7604
1911.07,18.7521
210.685,38.0837
201.202,24.7592
180.381,59.4442
535.505,475.553
628.422,9.33452
50.8937,14.3061
123.259,61.7614
373.86,54.2071
305.11,0.546648
323.174,24.602
218.422,173.769
124.759,104.261
610.216,5.47991
107.663,35.0214
69.7591,213.648
569.531,213.648
1019.17,29.528
393.778,65.8019
97.0093,151.299
227.851,0
1269.98,71.356
107.149,51.739
33.023,313.102
365.316,417.47
372.609,97.0736
31.3966,58.7956
228.96,74.6034
2711.77,138.237
586.975,17.1627
313.353,35.6728
270.666,0
481.791,169.526
804.029,48.1831
176.563,38.3672
174.879,36.4069
548.328,30.3391
165.337,4.79943
324.423,112.274
218.854,0.0374905
340.93,0.0991831
536.886,2.68247
98.9146,491.036
62.4628,81.8393
424.879,47.7703
721.331,26.2091
42.9731,43.5667
245.785,196.05
0.063026,1.83999
0.00998429,44.1641
1415.89,8.61761
425.715,75.3401
77.6662,175.724
93.4001,46.4479
529.743,39.4379
569.603,12.0945
235.136,24.1889
210.254,40.5724
100.767,2.54459
225.734,47.6556
204.201,381.245
198.164,0.515174
428.462,52.2886
920.502,1.51761
93.1402,508.124
54.8556,304.875
0.0113626,57.9945
0.00701054,26.1356
1575.29,158.303
609.708,422.14
181.986,38.6681
214.104,25.2382
265.5,0.662383
166.181,33.0877
189.194,198.526
93.7371,71.8143
162.082,28.4303
1287.79,0.332071
86.827,0.0447487
18.9819,114.407
380.058,457.628
356.95,8.92484
114.259,70.6897
140.085,22.0957
1006.76,154.67
268.318,84.766
154.893,42.6962
40.0049,409.413
341.323,204.707
1039.32,52.0534
150.893,37.5721
136.012,116.081
6292.05,58.1505
16176.7,5.9314
32.994,25.5602
202.155,11.7064
0.0696801,80.2584
0.0817236,107.011
366.154,88.1174
376.699,39.058
64.946,670.04
43.3822,586.285
1008.36,32.2002
2071.6,63.9755
63.8096,36.7415
8.72658,152.932
0.865525,4.50099
0.240034,10.5212
462.531,15.3177
704.928,61.2708
177.434,29.4074
214.013,84.2668
700.69,5.47184
281.202,71.9467
80.6944,599.603
137.455,43.3545
0.953714,35.4674
0.0659783,0.0901249
229.912,0.00776891
906.564,321.98
303.448,185.655
302.153,138.744
461.052,21.0045
177.877,6.03273
75.3998,306.567
259.088,107.728
952.586,29.6339
59.5994,125.252
128.085,328.676
46.3758,53.5208
3186.37,31.0743
1155.91,0.595929
34.8626,2.30824
284.095,208.841
1482.2,208.841
1845.27,74.9326
71.9386,17.8941
135.825,504.684
263.033,126.171
353.461,28.8313
12.124,12.8326
124.262,0.656276
221.196,2.83023
47.0526,234.06
93.5798,624.16
162.643,59.5335
887.344,33.0753
1124.39,1299.54
61.827,86.6362
81.4203,58.3527
770.264,17.3788
412.401,56.2176
40.8914,112.435
153.93,70.1081
567.996,32.2293
379.722,177.615
207.738,266.422
218.827,138.615
244.016,108.276
244.016,0.0836252
22.3785,0.0172644
80.2832,610.486
406.089,1126.27
483.265,62.9415
79.4413,40.4381
124.676,33.4369
462.408,234.058
181.017,44.3309
101.386,24.0048
124.694,44.4633
0.0486757,103.211
0.0891872,26.9774
921.67,28.6692
345.092,0.384599
105.7,0.493405
184.245,239.593
1012.61,95.8374
1873.09,32.532
124.434,77.717
103.889,1.26267
206.492,0.326337
653.288,335.189
200.489,68.9256
48.895,29.1937
124.1,53.3359
924.23,317.724
222.736,476.585
259.064,20.4559
742.69,115.744
712.749,441.805
162.283,73.6341
78.9843,39.3992
229.298,102.714
604.015,325.656
236.427,36.3475
45.1928,32.624
1.56518,19.8294
0.362116,195.932
0.22613,172.88
1.2464,151.861
107.093,17.3094
1600.7,3.6974
138.59,1.03663
164.55,1.10218
39.8754,1327.06
100.751,102.082
163.064,8.5949
79.324,7.58772
0.00696284,0.351382
0.101801,0.13426
171.763,20.2418
540.238,60.7255
172.018,100.707
220.258,15.8783
0.00539802,0
0.0620927,802.538
954.193,112.328
254.533,71.9812
19.4496,0.00528112
37.5898,0.0939447
0.0123417,510.85
0.693243,102.17
221.286,111.494
73.7621,19.5085
47.4116,259.224
30.6909,639.981
2035.11,48.1963
3651.86,29.0956
33.7834,15.2807
70.1645,15.2807
792.946,31.9025
489.669,32.6999
140.121,64.9044
201.163,17.8319
103.442,17.3949
340.004,4.86696
94.1325,132.527
98.9666,156.463
650.798,65.0895
808.776,33.0145
56.6695,0.0947497
64.3258,0.00762874
0.108998,111.231
0.0465405,500.54
625.499,61.56
686.895,83.7019
121.845,443.44
74.1834,620.816
199.655,40.4753
433.688,54.2739
173.478,58.288
239.028,116.576
0.752242,5.33592
1253.98,21.4102
280.91,71.8654
75.5894,71.8654
69.6556,44.136
1091.1,47.3973
487.328,38.2339
214.884,19.117
307.222,54.9389
1691.27,9.16793
922.433,300.03
91.3218,120.012
76.3495,27.1362
593.081,71.8973
601.22,335.658
167.784,36.7842
129.111,51.4171
1540.72,28.353
1439.98,11.1194
118.78,55.5968
73.9287,7.99132
553.764,59.4329
538.736,136.948
119.13,541.662
154.696,51.1064
392.255,48.3298
1246.69,44.915
74.4649,224.575
237.966,55.5876
12.5285,34.0572
0.00549852,455.432
0.00148092,50.6035
2533.49,60.5132
865.52,30.2532
209.686,207.005
27.9459,29.2485
371.705,33.5899
800.942,42.8174
15.9201,21.7017
183.228,5.23624
0.0451153,14.6806
0.0310426,16.4034
971.256,43.4527
544.634,42.4532
184.741,48.1001
103.984,39.7638
254.624,0.0263752
1052.43,0.538765
126.141,0.0517934
260.94,0.00842303
512.465,59.702
379.181,139.305
140.589,35.282
262.341,61.2358
117.113,141.125
683.824,141.125
71.097,12.9613
166.112,157.376
257.189,230.285
272.092,361.357
113.377,55.0796
139.914,20.5265
693.146,564.545
957.239,70.215
17.9541,38.1587
194.331,55.3339
16.4198,64.2922
145.916,129.577
348.711,37.3978
267.538,36.2743
64.9919,931.853
131.254,1087.16
1233.97,2.15052
90.8635,10.579
65.893,0.110586
0.427286,0.0936924
0.96644,0
394.666,20.2069
1966.38,28.2413
90.4148,48.6503
110.455,40.4263
12.9868,202.132
3.50338,51.0713
398.535,32.5587
237.301,44.488
13.2328,235.174
38.2122,19.7748
946.679,307.866
3015.83,0.0844933
142.009,0.37106
83.8138,49.918
265.859,239.011
702.477,254.144
100.363,586.167
106.161,284.508
460.572,536.077
246.223,21.352
50.7743,100.768
152.8,8.25864
973.451,16.4487
171.562,316.356
50.21,4.70307
36.7847,11.2178
1654.77,0.270968
1107.38,0.858744
283.33,5.99918
64.5951,143.22
959.543,40.3344
849.656,82.2745
39.7923,41.9167
122.663,293.417
626.902,30.967
357.855,83.8518
175.894,1.62431
16.6247,65.5112
832.154,0
1805.64,6.43695
147.066,8.19416
99.7576,23.7354
323.187,213.619
56.6258,66.0233
274.769,8.35887
39.2525,193.306
99.6838,132.096
921.815,85.2783
30.8145,40.5608
136.559,149.323
639.728,55.9963
216.348,67.3976
196.631,25.4856
56.2094,466.322
22.8159,310.881
2053.88,27.9414
163.141,68.403
68.7548,2.25206
167.046,58.2654
1623.43,133.815
1.34811,29.5316
69.3916,66.5082
286.251,146.287
367.518,104.491
141.686,101.513
39.1094,73.0342
213.349,0.00445126
863.655,0.0353536
98.3141,240.874
115.19,1083.93
530.16,23.9289
272.281,81.2793
78.9427,153.516
43.7318,231.022
368.201,16.7036
853.757,54.1492
60.9084,263.754
49.2972,395.632
684.763,312.267
384.729,16.4625
65.927,230.001
39.4335,690.004
2127.52,46.6181
573.897,43.535
162.151,151.606
142.539,43.3161
620.216,24.9994
486.155,88.2887
378.811,38.6728
237.739,569.057
35.8755,28.8541
872.997,52.6185
482.612,117.012
454.132,134.313
97.7153,30.834
210.015,98.1651
60.5964,1033.52
143.859,153.25
1325.78,49.4194
296.496,92.634
168.888,1.48659
109.645,205.186
178.063,155.666
1699.82,48.2667
78.9386,27.7242
126.56,5.21917
936.985,319.703
120.555,159.852
156.41,25.758
220.288,85.5978
1542.91,923.492
248.299,55.4331
139.565,61.6075
54.5645,74.4787
872.803,517.649
1174.67,906.657
36.5195,12.012
180.081,18.8465
202.769,139.003
332.568,111.202
68.483,29.3738
10.9666,68.8621
0.83797,1132.29
0.0089974,33.574
217.402,55.7773
1168.29,37.5633
344.881,408.143
96.7491,81.6287
0.292697,16.5359
1.48714,3.15985
283.86,0.0107378
1075.08,0.00547608
40.386,0.0403516
273.963,0.0216651
1504.57,25.8209
60.4591,2.87289
101.404,20.2532
106.31,14.8384
618.778,580.153
1306.81,331.516
128.578,43.1456
63.1615,48.411
454.049,9.65508
283.22,22.6086
201.588,90.4344
187.312,21.3908
263.313,0.819015
458.146,1.26505
251.955,1.38994
337.09,0.0889158
311.175,0.0590876
175.772,217.903
84.817,108.951
68.7124,12.7184
0.91512,7.41899
0.0843921,0.471241
1672.45,36.1448
594.194,140.893
214.474,18.9723
62.0635,33.3893
0.0626433,0
0.12309,47.9298
216.501,21.8941
2548.92,11.4701
86.3979,43.006
336.04,35.91
1688.39,76.7776
150.653,67.4134
167.944,1348.9
123.711,920.476
0.149436,36.0474
0.336929,67.2092
464.528,0
267.886,362.093
38.5562,42.5527
152.065,49.3649
0.274599,56.4008
1437.77,97.8299
98.2791,51.5749
98.8608,42.0641
228.853,74.1486
422.102,98.8648
292.624,23.6758
126.661,64.8866
53.574,9.38087
498.381,32.8575
2007.7,32.8575
59.6521,66.6913
93.3633,13.8395
1734.17,0.060236
64.2216,0.0202103
67.709,142.331
93.5391,203.329
231.086,39.375
37.8433,48.443
125.755,133.759
110.158,33.7486
368.604,44.4759
434.04,45.0265
543.406,3.6318
420.88,13.1789
0.0137594,65.8944
0.057419,117.784
117.191,109.004
562.667,1992.3
60.7324,747.114
137.925,60.1663
509.113,39.4292
336.43,78.3502
51.3109,156.7
69.2414,38.249
209.918,7.12934
457.333,401.578
126.576,250.986
138.643,55.5005
869.056,18.1087
456.6,14.1283
80.6639,44.5456
78.7486,158.666
29.8588,41.4141
660.172,18.5887
109.387,262.121
44.774,146.708
72.3727,12.9606
117.484,23.957
240.516,20.128
147.765,20.128
3386.58,36.0308
2527.21,58.4979
97.025,205.619
108.466,205.619
970.602,23.2189
393.605,29.4542
395.63,75.9763
33.0396,164.106
340.768,48.0616
3569.51,49.3478
85.3418,68.093
216.077,17.0233
249.102,39.3776
177.535,44.4537
156.241,56.9548
138.582,109.42
372.259,9.53014
498.471,4.66729
111.985,34.4997
21.4348,89.3435
143.449,35.701
1093.86,16.8453
533.989,0.187506
496.863,2.10313
453.481,233.403
1051.87,140.042
14.7873,32.4155
103.787,64.9098
3171.35,152.967
902.565,29.6794
214.664,128.504
153.364,14.9183
782.943,1417.94
1405.1,128.904
97.8299,86.5657
122.975,33.1873
0.263759,188.007
0.00093173,320.387
825.312,96.2339
849.764,26.8071
37.7973,0.271521
95.4525,0.0802918
535.044,464.963
650.958,24.2659
53.2135,41.707
196.99,39.5271
0.0169292,76.4193
1.04599,267.468
724.865,40.0749
1449.73,42.872
69.2585,0.863505
70.9341,10.9082
3.24427,32.7247
542.017,78.6599
43.8025,46.1558
86.9601,560.872
159.876,747.83
466.978,259.309
416.573,204.018
139.313,1993.78
190.634,3987.55
0.035853,51.2955
0.100685,29.3316
2291.88,26.8172
2306.16,160.903
153.707,66.6993
171.288,45.4387
350.963,0.185904
483.592,0.14557
281.165,105.556
95.384,402.791
275.982,87.819
2254.79,106.12
94.0948,79.4807
97.4547,835.222
692.132,11.1455
413.802,23.0483
61.8974,47.8671
46.67,47.8671
0.343734,60.3987
0.0061252,40.3844
739.406,10.5763
616.973,200.253
178.523,102.441
41.6406,146.355
348.54,21.8365
351.604,157.118
58.0383,881.521
189.759,95.6344
1237.87,10.3803
76.636,142.503
24.3928,141.521
125.788,76.7797
365.642,100.035
1446.89,331.851
75.3157,442.467
39.8073,86.666
966.943,35.7773
148.522,113.042
100.429,193.243
36.813,42.3967
322.812,72.3603
458.937,509.479
125.594,509.479
52.7227,52.8404
547.899,37.8455
345.622,0.363117
32.9413,0.55013
74.4614,172.981
137.475,86.4904
765.491,31.3968
201.365,26.6649
160.935,236.671
138.623,59.1677
471.389,19.3723
130.861,41.6011
82.2061,46.1806
2330.61,15.3935
480.206,94.9376
74.8077,75.1781
207.588,42.0001
626.359,255.901
112.075,27.6527
362.1,144.634
247.155,359.761
289.071,61.2122
647.625,3.45679
63.0402,15.2395
33.0564,86.6859
854.079,60.8622
1090.48,28.4952
45.9838,68.3919
247.895,1.56932
3292.02,2.11449
179.031,39.0048
210.589,312.038
170.726,32.5107
69.3886,18.4062
159.899,0.358509
76.4167,0.114068
93.3052,513.98
239.476,21.6598
238.292,27.3266
43.5419,102.622
203.467,0.53223
3683.55,0.519804
152.497,582.722
140.431,194.241
108.717,62.3751
1942.27,29.7407
438.102,71.5759
135.694,572.607
134.995,19.2066
1527.48,63.8247
672.892,0.295225
163.317,0.130406
116.786,213.3
0.495388,71.1001
2.74962,80.5778
2.39583,7.96815
462.808,26.7769
341.823,295.155
32.086,64.4272
175.722,30.7849
360.114,116.828
840.546,116.828
52.4239,0.662541
93.1595,15.9194
773.524,61.9977
463.658,77.4972
113.599,11.6028
164.791,132.413
0.056587,738.695
0.205282,164.749
1064.3,16.2601
354.767,24.1424
58.6209,175.849
182.897,175.849
335.922,123.48
82.5013,27.2124
55.4555,0.0764676
86.5893,0.192618
251.496,1154.96
335.689,115.496
88.8859,19.9527
141.308,43.746
1203.84,313.635
302.683,26.1363
144.211,11.5503
113.313,25.2024
0.481611,81.267
0.0868597,181.104
98.0599,11.669
331.135,55.2886
112.675,1.30949
65.6882,0.660212
0.14579,179.708
171.457,59.9027
3905.28,50.0232
116.388,58.5114
83.136,0
557.217,134.528
865.34,89.9794
116.411,28.591
162.277,0.492375
790.392,1.36092
1056.37,314.18
180.831,157.09
160.272,20.9193
1449.67,53.0603
1389.99,162.716
136.393,813.579
242.648,5.97817
1000.26,7.45967
629.883,1.26275
175.581,19.9927
117.67,19.9927
530.663,109.965
1050.83,33.3496
147.615,915.675
75.9313,654.053
0,53.6767
240.869,25.6442
2.29502,1.39143
163.877,62.1861
475.668,28.4109
65.3931,97.4488
71.0489,17.4627
24.6818,40.0914
254.028,85.7832
147.592,103.129
249.872,57.5639
31.7258,472.7
2345,105.044
2116.35,42.6339
81.4297,24.0961
26.9945,9.68751
0.37189,1.17676
0.176307,49.9312
3171.38,383.783
542.406,12.9373
110.535,111.799
135.439,274.765
849.651,618.222
589.554,56.803
60.133,29.2986
127.292,0.0680942
0.17855,0.0179894
0.0380627,181.916
403.294,36.3831
589.164,37.9197
200.846,49.668
150.594,22.1295
798.928,331.943
710.098,20.0263
246.122,22.3093
75.6693,700.724
216.468,1138.68
1258.24,12.2038
235.28,87.0422
148.222,54.6056
91.9903,327.633
1330.09,5.2601
92.625,3.68758
225.448,698.838
559.654,107.514
788.639,29.4242
201.747,48.3404
79.5736,205.995
1245.65,103.649
509.402,47.2662
101.191,20.6283
134.822,3.68524
0.123604,141.143
0.0781714,153.621
486.146,36.5395
742.99,62.9474
703.899,38.9068
185.628,72.3451
698.737,20.5097
3383.66,28.119
186.039,39.3316
177.618,157.326
45.483,53.1366
530.665,45.4657
168.199,206.92
116.472,206.92
210.897,56.5549
1308.49,50.8256
242.779,165.348
189.626,606.277
917.644,81.266
291.267,27.7835
161.567,1.90501
178.106,0.269108
372.133,4.05667
316.931,0.103275
108.891,0.708478
148.099,0.269424
2.47862,95.0948
1.36984,57.0569
500.584,7.66721
434.609,14.4211
137.642,120.216
154.837,135.472
745.374,81.6286
598.631,21.0755
42.2326,131.299
210.318,525.198
1042.17,17.7877
94.0271,18.321
47.5013,25.4028
276.546,330.237
2677.7,37.7162
898.712,106.471
63.6005,194.325
111.057,314.57
838.069,90.7584
68.917,31.8177
157.639,329.588
46.9506,329.588
1066.67,49.2655
1301,41.3718
77.1415,24.147
243.042,120.735
76.4672,54.1424
2.82497,41.1116
976.496,1.0278
244.886,2.14082
94.6411,0.45481
127.417,0.431073
3887.09,190.965
3459.18,318.275
90.3631,69.4307
71.3995,39.3759
142.792,94.0848
876.975,34.4279
90.2818,49.432
39.6899,15.5463
204.511,137.976
471.284,321.945
147.091,20.4468
182.756,42.205
719.401,44.7186
255.873,156.515
51.9823,23.5515
123.882,25.9088
1306.16,11.2118
269.16,33.4505
38.9529,167.252
96.5566,1.65222
1262.74,48.8251
250.919,127.982
80.0571,198.649
181.481,79.4619
156.287,19.0753
154.071,264.869
152.362,264.869
148.088,6.25861
0.207012,7.54351
0.120951,33.2356
598.967,66.4712
185.735,2.86984
47.0045,11.0925
67.0045,19.6186
1209.82,29.4279
874.998,70.5814
133.45,26.6613
59.6581,54.5963
35.9146,300.28
482.467,28.3741
59.8168,61.89
226.37,199.055
484.668,47.473
517.592,62.1897
180.131,39.4618
67.4911,202.459
0.0262154,337.431
0.169768,20.8322
303.11,60.0894
629.3,201.364
396.714,160.327
250.135,3.37752
126.544,37.9398
826.363,300.583
232.531,300.583
113.85,25.1487
0.196637,39.9815
0.179051,113.055
82.5293,141.319
2390.26,53.8005
143.302,29.9621
71.6459,115.17
417.432,125.1
823.866,41.132
484.287,45.684
118.847,132.493
110.35,21.4879
740.61,40.1378
201.626,33.6127
229.265,55.9886
2083.89,27.9943
812.355,24.2091
205.712,11.6234
56.8792,522.362
2.70684,120.545
4.02742,21.891
1084.6,54.2836
1300.74,17.5739
57.8117,105.443
84.0257,56.2325
4.23535,24.663
7.98495,440.972
784.497,301.098
851.978,18.9142
85.4561,54.5492
62.0663,3.53571
766.98,33.3912
1194.54,300.52
517.912,30.9485
28.802,43.3578
84.7371,5.87526
3221.69,17.6258
75.8786,21.961
126.359,139.701
200.003,1.74068
289.527,0.361135
326.493,3.79785
303.846,200.678
61.8523,70.0473
320.334,29.4605
286.978,58.9962
306.699,70.8075
1292.79,17.6028
345.624,52.957
145.731,4.60898
167.39,35.8704
642.507,107.611
219.851,34.7996
58.5515,75.1635
36.1318,60.3343
112.926,75.1998
657.462,14.5655
443.494,50.5747
366.811,117.369
900.863,117.369
2901.65,45.9971
179.304,14.1986
102.908,48.8607
534.943,154.78
193.931,62.5583
56.8836,191.575
81.0608,206.937
1.00544,344.727
8.74573,84.4114
529.411,52.258
525.353,797.597
143.836,199.399
17.0837,29.3786
230.843,45.2583
1131.09,21.6198
49.1211,194.578
566.78,25.6153
3681.53,20.2884
1354.33,512.839
132.624,39.4491
218.282,46.6803
316.624,70.4739
59.2719,242.097
98.6519,85.2255
42.2945,41.6649
560.174,19.5074
499.742,378.492
125.28,54.0702
64.191,39.487
6.61354,73.1786
0.121138,2.27491
922.546,0.372175
942.61,81.8192
173.739,490.915
189.819,49.0862
0.0959339,60.3053
1.06927,269.745
338.18,148.463
305.251,48.7382
117.826,69.9237
73.583,134.646
324.39,44.882
1123.05,89.1506
11.9292,0.892658
135.279,144.858
6744.04,579.432
3411.19,32.1174
328.033,60.6229
274.648,10.3333
279.482,76.5285
326.153,76.5285
456.247,2.09386
339.44,26.5647
54.993,211.268
519.143,120.725
180.081,42.0318
220.071,65.1253
1264.76,130.084
220.05,405.217
131.154,27.3366
44.7869,54.7497
11.7292,184.517
507.984,464.111
100.224,39.1121
58.0579,8.44854
0.00721518,5.21506
0.0416204,5.21506
461.417,17.0878
1018.07,57.592
236.513,303.892
61.6609,243.114
11.5019,49.7948
7.33082,38.9418
0.0770087,111.3
3.75326,37.1
274.716,58.2723
2898.56,34.5387
129.259,69.5466
38.8766,149.349
639.32,0.703977
1299.46,36.9537
149.763,224.72
120.158,459.424
503.507,39.6067
765.183,45.0152
131.213,89.6593
38.3738,582.785
582.35,6.31296
2080.79,0.63911
73.8614,49.7772
87.0805,9.95545
275.035,9.49817
1135.66,27.0809
79.2301,0.791471
124.815,319.071
0.277894,102.338
0.00487768,28.4896
1440.01,41.3509
185.58,3.77835
42.0343,99.0259
142.555,264.069
2488.34,26.4543
1760.39,6.97458
93.1913,98.3424
127.217,121.264
369.044,13.6676
541.128,6.83583
55.3919,120.982
70.045,96.7852
275.293,44.05
325.053,37.832
196.048,24.6806
218.045,66.5268
397.44,33.7036
160.999,27.5411
181.597,449.948
67.8922,2249.74
84.1691,54.2655
523.799,29.8886
140.982,184.495
20.7419,131.782
418.185,32.3496
837.528,56.7751
180.701,368.291
209.651,122.764
101.48,37.7519
511.527,61.3997
15.6508,44.0785
61.5236,396.707
627.344,29.2744
780.219,0.807101
15.9677,1009.44
238.062,576.82
3083.99,7.28557
288.104,8.03311
44.5606,27.624
68.3381,6.906
773.494,43.0665
363.741,4.57385
198.042,192.733
107.721,101.44
712.402,61.8947
1561.45,44.2437
107.065,3.68919
99.6162,62.2882
1307.85,423.415
284.681,82.3776
123.734,35.2775
14.3111,110.483
1116.15,552.415
652.367,11.8176
31.6774,20.1859
205.148,51.6666
0.0270648,27.7715
0.0349619,230.571
1147.27,595.437
278.706,10.2188
193.141,43.4212
60.8287,14.616
4.28027,3866.97
1479.77,3093.57
890.387,52.9465
44.8292,50.1749
37.2281,83.6877
1180.93,334.751
885.95,50.2753
139.196,17.2052
101.926,204.39
161.014,85.2858
422.466,24.2012
240.276,16.3891
33.6263,1.02375
380.695,0.101878
1645.49,27.0458
81.7256,13.5229
154.236,32.1006
5794.81,13.1523
908.454,0.419721
143.535,0.0149214
45.695,644.531
0.384071,42.9687
0.0297036,83.7803
121.298,35.9892
335.393,748.317
69.6623,561.238
212.712,37.2002
276.764,78.7518
314.126,140.054
67.5002,350.134
175.855,42.1972
600.626,4.35919
169.341,4.95232
133.532,4.95232
46.5927,56.8895
330.03,18.5682
871.242,149.051
225.126,198.735
208.065,10.2858
465.896,3.17543
262.562,66.8564
107.951,66.8564
236.749,41.6054
300.702,33.9291
115.823,4.71956
157.182,25.3348
185.174,3.61926
830.045,49.0105
2245.59,37.1978
138.587,128.387
215.896,119.851
1284.39,17.0461
261.221,53.5579
71.1809,433.907
643.638,144.636
2.01603,40.9545
0.171946,54.9081
5171.97,8.29007
167.166,122.317
189.647,491.357
41.1832,36.2573
414.377,8.86953
318.102,20.238
51.3254,182.142
105.363,34.3093
0.234535,40.5483
0.0717099,52.5051
441.728,26.4243
235.118,55.8659
360.792,26.8893
37.8291,4.85419
718.734,419.035
1383.11,46.5595
14.0246,83.4323
42.3568,18.3337
330.332,1.35412
247.098,51.676
170.061,31.0056
190.844,54.4596
661.379,30.7068
765.517,40.2994
81.7207,322.395
126.265,40.9187
181.475,75.8046
472.727,0.871533
327.603,419.294
417.254,69.8823
146.664,2.51809
41.1274,9.55489
171.495,7.75295
105.377,1.93824
906.339,65.9563
427.02,23.4445
59.9901,79.0321
173.257,632.257
682.723,60.221
365.314,31.6839
60.2705,81.7623
102.149,57.6562
2495.28,13.9194
145.635,49.2094
160.59,107.578
139.886,133.582
657.072,1.65166
537.101,6.20103
135.854,2.8195
157.958,14.0975
557.507,2.54293
255.001,36.9976
62.6142,69.6323
53.4537,348.161
1243.73,31.4575
327.084,19.7855
103.091,157.068
168.679,104.712
481.177,45.0876
626.465,45.1873
90.1563,319.837
27.9476,137.073
1295.05,60.9275
525.95,41.4505
100.232,250.583
62.8592,0
108.148,32.5024
395.097,5.60762
66.2431,6.37187
124.489,6.03134
752.502,69.4206
1138.88,115.701
213.156,34.8579
159.1,50.0913
309.068,32.6954
2298.64,147.129
75.838,5.79893
126.824,8.63069
814.604,71.0288
1144.75,83.638
195.247,19.7651
39.4771,35.7581
3.7277,12.8573
670.914,128.953
658.452,104.826
55.0517,11.0936
65.1189,25.6508
468.051,127.859
1272.28,127.927
101.771,24.6734
174.78,1.89157
3771.47,448.749
1960.3,199.444
122.657,59.9988
56.4693,39.8072
0.0633799,154.163
0.35403,83.8669
1432.6,23.2337
651.182,59.8922
86.1656,60.7489
11.0302,303.745
1.82785,54.0402
0.174652,44.1954
1609.53,74.2139
124.289,109.267
28.3983,13.0089
174.469,16.0413
847.433,362.64
682.707,114.316
145.771,27.9004
96.7127,71.0977
543.611,64.4663
183.615,73.1155
133.025,132.017
270.67,86.2477
0.398795,89.0857
0.016672,534.514
953.257,16.2007
588.43,121.522
79.9876,199.495
144.635,199.953
640.826,52.1986
201.635,54.4151
91.8237,30.0431
88.5788,0.63654
513.095,37.1104
451.72,79.7713
199.265,37.1912
36.2827,38.8222
276.224,34.0626
2783.03,54.8783
41.2936,16.9597
73.13,44.9175
1389.69,127.028
1208.58,71.8603
304.095,23.8578
29.7535,43.9112
272.137,349.673
2544.28,233.116
68.9171,30.7956
190.238,25.6542
0.0476213,171.649
0.620871,0
495.116,49.2531
363.491,20.5975
19.1703,189.946
100.019,664.811
2098.89,14.0144
473.05,19.4691
200.454,0.0372987
181.816,1.07896
48.1609,349.027
213.122,61.972
51.5378,50.7324
268.783,31.1596
516.605,0.729268
195.307,63.0884
129.094,441.619
170.367,40.8063
79.9007,57.6004
205.791,21.5929
28.2553,194.336
53.088,66.5415
309.862,38.3026
701.8,43.1686
290.65,396.358
118.836,175.782
75.8557,9.92507
1911.24,44.9679
84.0383,546.883
85.9649,26.5872
327.431,50.606
323.572,54.1949
270.209,180.65
70.4701,16.1749
115.515,8.26681
1342.07,45.1493
234.099,84.4071
312.985,90.4162
273.567,78.6201
70.5065,149.13
156.271,298.26
274.601,71.6853
6.71236,31.3695
6.02786,75.3744
671.707,198.204
254.089,61.9899
95.5195,24.3214
61.5569,327.268
218.6,54.5447
1539.99,64.1948
34.488,17.108
38.136,68.8201
375.864,96.3481
833.671,30.782
68.2565,57.0613
32.6528,2.32536
404.141,2.62312
627.1,65.069
111.548,137.752
158.054,41.4707
521.525,30.5349
502.421,612.698
65.087,367.619
111.395,39.9001
474.027,67.8817
400.189,140.925
81.577,254.085
72.4826,37.5475
375.86,49.4011
657.072,107.257
81.9162,107.257
293.582,17.0466
3327.81,16.857
935.174,323.446
217.508,53.9077
351.399,6.4104
1411.35,12.1519
117.889,55.5764
31.2519,148.204
102.381,8.27673
856.145,9.37911
1100.95,39.1626
79.2033,19.5813
49.267,3.40831
156.003,7.50478
1321.86,19.1968
52.4792,28.7952
89.2346,30.7816
1677.19,94.0464
1097.31,205.746
70.2695,34.2909
55.4583,36.9249
2149.17,36.8758
792.341,31.5277
206.654,47.2916
252.793,8.63448
0.314258,4.31986
2.68089,70.7107
0.513823,111.117
0.449285,3.91224
1501.15,6.90517
239.626,14.5096
109.313,7.25478
78.2185,11.4243
869.092,31.3776
2321.95,125.305
48.995,63.7403
38.3046,35.996
563.697,54.5411
612.978,62.6294
111.246,41.7529
68.8578,63.0186
156.907,30.7862
334.464,236.032
321.025,26.2258
159.983,36.1964
870.233,23.6895
994.552,152.407
124.419,170.748
320.202,65.046
1721.96,18.4496
130.504,111.041
39.8692,385.561
71.0952,32.2234
567.041,56.9455
226.816,180.139
61.8967,148.422
100.784,4.78957
354.029,5.1909
182.88,13.1329
106.742,362.012
161.721,64.1173
0.0363704,31.2419
0.0234448,62.4878
312.662,59.6972
392.407,25.1316
